Order_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,State,City,Area,Pincode,Order_Date,Delivery_Date,Product_ID,Product_Name,Category,Sub_Category,Brand,Item_Weight,Item_MRP,Selling_Price,Discount_Percentage,Quantity,Total_Amount,Payment_Method,Delivery_Status,Delivery_Time_Minutes,Customer_Rating,Feedback,Stock_Availability,Order_Status
ORD101274,CUST2880,Mekhala Patil,20,Female,West Bengal,PUNE,Park Street,522598,28-09-2024,29-09-2024,P333,Bread,Bakery,Bakery,Britannia,0.55,703,557,21,8,4460,GPAY,Delivered,20,1,Average,In Stock,Delivered
ORD104439,CUST6315,Gayathri Sridhar,44,Female,Gujarat,Surat,Adajan,223873,02-03-2025,03-05-2025,P521,Frozen Peas,Frozen Food,Frozen Food,Safal,4.46,616,389,37,5,1943,Debit Card,Pending,51,5,Damaged item,Out of Stock,Returned
ORD104155,CUST4348,Chatresh Wali,22,Other,Delhi,pune,Rohini,254107,30-06-2024,02-07-2024,P996,Detergent,Household Items,Household Items,Surf Excel,1.57,180,139,23,3,488,Debit Card,Pending,27,4,Good,In Stock,Delivered
ORD100911,CUST9127,Lekha Sama,37,Female,Tamil Nadu,Chennai, Velachery ,12350,30-09-2025,10-04-2025,P763,Shampoo,Personal Care,Personal Care,Clinic Plus,4.36,126,90,28,5,491,GPAY,Cancelled,24,2,Damaged item,Out of Stock,Returned
ORD104802,CUST7432,Wriddhish Biswas,53,Female,maharashtra,Hyderabad,Gachibowli,99824,04-09-2024,13-04-2024,P785,Soft Drink,Beverages,Beverages,Coca-Cola,4.88,676,550,19,2,1100,UPI,Pending,17,1,Good,In Stock,Pending
ORD102497,CUST5640,Aachal Suri,73,Female,Karnataka,Bangalore,Indiranagar,480787,07-04-2024,10-04-2024,P364,Juice,Beverages,Beverages,Real,0.22,797,573,28,6,3441,Debit Card,Cancelled,9,3,Excellent,In Stock,Returned
ORD102188,null,Eiravati Mahal,79,Other,Maharashtra,Unknown,Andheri,673331,01-09-2024,04-09-2024,P637,Soap,Personal Care,Personal Care,Dove,0.33,406,323,4,1,1488,Unknown,Pending,11,4,Average,Out of Stock,Pending
ORD104800,CUST7091,Megha Lad,29,Female,Gujarat,Surat,Adajan,716891,06-03-2024,09-03-2024,P302,Cake,Bakery,Bakery,Monginis,4.1,676,666,1,1,666,GPAY,Pending,26,5,Excellent,Limited,Delivered
ORD104958,CUST3095,Ethan Prasad,64,Male,Karnataka,Bangalore,Indiranagar,580971,02-05-2024,05-02-2024,P764,Bread,Bakery,Bakery,Britannia,2.47,776,648,17,8,5180,UPI,Returned,17,3,Average,In Stock,Delivered
ORD101090,CUST6933,Rajata De,65,Other,Karnataka,Bangalore,Whitefield,712275,16-01-2025,18-01-2025,P518,Cleaner,Household Items,Household Items, Lizol ,2.07,671,583,13,1,583,UPI,Cancelled,70,3,Good,In Stock,Returned
ORD102916,null,Yatan Saran,41,Other,Telangana,Unknown,Madhapur,192171,09-10-2025,11-10-2025,P125,Tomato,Fruits & Vegetables,Fruits & Vegetables,Organic India,2.16,406,323,33,8,1488,Unknown,Pending,32,5,Average,Out of Stock,Pending
ORD101308,CUST8317,Oliver Sehgal,63,Female,West Bengal,pune,Park Street,366778,26-12-2024,30-12-2024,P557,Soap,Personal Care,Personal Care,Dove,3.86,307,225,27,4,901,GPAY,Returned,27,3,Excellent,Limited,Pending
ORD102079,null,Hema Dey,18,Female,Gujarat,Unknown,Navrangpura,673517,29-11-2025,02-12-2025,P606,Tea,Beverages,Beverages,Tata Tea,4.26,406,323,33,5,1488,Unknown,Pending,45,4,Average,Out of Stock,Pending
ORD103803,CUST8613,Orinder Sengupta,52,Female,Maharashtra,Nagpur,Dharampeth,879064,11-03-2024,14-03-2024,P891,Soft Drink,Beverages,Beverages,Coca-Cola,1.85,510,440,14,7,3083,CASH,Returned,61,4,Average,Out of Stock,Pending
ORD100964,CUST7747,Ladli Cheema,24,Female,West Bengal,Kolkata,Salt Lake,699398,22-01-2025,26-01-2025,P160,Rice,Grocery,Grocery,India Gate,3.39,692,487,30,7,3410,Debit Card,Delivered,8,2,Average,In Stock,Delivered
ORD103202,CUST7648,Quincy Bhatia,48,Female,Karnataka,Mysore,VV Mohalla,695349,31-05-2025,04-06-2025,P710,Rice,Grocery,Grocery,India Gate,3.43,286,188,35,8,1500,CASH ON DELIVERY,Returned,31,3,Late delivery,Out of Stock,Cancelled
ORD100542,CUST1268,Elijah Nadkarni,78,Female,Tamil Nadu,Chennai,T Nagar,514444,09-10-2025,10-10-2025,P377,Soap,Personal Care,Personal Care,Dove,1.75,305,236,23,7,1653,UPI,Returned,20,2,Excellent,Limited,Cancelled
ORD103661,CUST4598,Caleb Batra,94,Male,Karnataka,Mysore,Gokulam,376020,18-07-2024,22-07-2024,P193,Paneer,Dairy,Dairy,Mother Dairy,1.85,219,146,33,5,728,GOOGLE PAY,Returned,16,3,Late delivery,Limited,Cancelled
ORD100914,CUST2199,Chanakya Agrawal,32,Male,Delhi,New Delhi,Rohini,331726,13-04-2024,14-04-2024,P547,Banana,Fruits & Vegetables,Fruits & Vegetables,FreshFarm,3.73,535,516,4,2,1032,UPI,Pending,8,5,Average,Limited,Cancelled
ORD104233,CUST5425,Hredhaan Mitter,42,Female,Tamil Nadu,Coimbatore,Peelamedu,936654,22-08-2025,23-08-2025,P771,Cake,Bakery,Bakery,Monginis,1.97,122,74,40,3,221,GPAY,Returned,62,5,Good,Out of Stock,Cancelled
ORD103468,CUST1956,Vasatika Soni,48,Male,Karnataka,Mysore,Gokulam,31157,03-03-2024,03-06-2024,P325,Soap,Personal Care,Personal Care,Dove,4.67,565,530,6,5,2652,CASH,Cancelled,81,1,Average,Out of Stock,Delivered
ORD102374,CUST7539,Ganga Wagle,68,Other,Delhi,New Delhi, Dwarka ,940309,09-09-2025,11-09-2025,P112,Cleaner,Household Items,Household Items,Lizol,1.93,246,232,6,3,639,CASH,Delivered,10,3,Average,In Stock,Cancelled
ORD104109,CUST5634,Adya More,38,Male,Tamil Nadu,Coimbatore,Peelamedu,959210,28-06-2025,30-06-2025,P929,Shampoo,Personal Care,Personal Care,Clinic Plus,4.62,345,320,7,2,640,UPI,Returned,82,1,Good,Out of Stock,Returned
ORD100458,CUST9281,Falguni Sawhney,20,Female,Delhi,New Delhi,Saket,377128,14-11-2025,14-11-2025,P864,Ice Cream,Frozen Food,Frozen Food,Amul,4.23,170,154,10,2,308,UPI,Cancelled,33,5,Excellent,In Stock,Cancelled
ORD101968,CUST5882, Charvi Dhingra ,66,Female,Telangana,PUNE,Madhapur,104092,12-11-2024,16-11-2024,P673,Soap,Personal Care,Personal Care,Dove,3.09,643,576,10,2,1151,UPI,Cancelled,58,1,Damaged item,Limited,Cancelled
ORD104479,CUST4630,Isaiah Patil,18,Female,Tamil Nadu,Coimbatore,Peelamedu,746173,07-08-2024,08-11-2024,P271,Namkeen,Snacks,Snacks, Haldiram ,4.99,37,23,37,4,92,CASH,Pending,46,5,Damaged item,In Stock,Pending
ORD104655,CUST9651,Dhruv Sura,22,Female,Tamil Nadu,Chennai,Velachery,828182,03-06-2024,06-05-2024,P929,Sugar,Grocery,Grocery,Madhur,3.04,749,500,33,1,500,CASH ON DELIVERY,Returned,83,2,Average,Limited,Pending
ORD103729,CUST6133,Isaiah Gupta,38,Female,Telangana,Hyderabad,Gachibowli,182327,23-05-2025,23-05-2025,P831,Tomato,Fruits & Vegetables,Fruits & Vegetables,Organic India,1.56,574,384,33,5,1918,UPI,Returned,65,4,Good,In Stock,Cancelled
ORD101655,CUST3019,Nandini Mishra,74,Female,West Bengal,Kolkata,Park Street,344377,31-10-2025,03-11-2025,P871,Curd,Dairy,Dairy,Britannia,0.48,377,260,31,4,1041,CASH ON DELIVERY,Returned,48,5,Damaged item,Out of Stock,Returned
ORD104696,CUST8952,Michael Shukla,79,Other,Maharashtra,Mumbai,Andheri,885160,26-07-2025,29-07-2025,P415,Bread,Bakery,Bakery,Britannia,2.64,472,421,11,1,421,CASH,Returned,42,1,Damaged item,In Stock,Cancelled
ORD103637,CUST8500,Devansh Vala,38,Female,Telangana,Hyderabad,Madhapur,462655,07-07-2025,08-07-2025,P672,Shampoo,Personal Care,Personal Care,Clinic Plus,2.76,408,266,35,8,2131,GOOGLE PAY,Pending,32,3,Average,Limited,Delivered
ORD104710,CUST1627,Charvi Nadkarni,35,Male,Karnataka,Mysore,Gokulam,114140,12-09-2024,13-09-2024,P299,Bread,Bakery,Bakery,Britannia,2.98,251,205,19,7,1433,Debit Card,Returned,64,3,Average,Limited,Cancelled
ORD102972,CUST4292,Daniel Ray,52,Other,Karnataka,Mysore,VV Mohalla,528560,18-05-2024,22-05-2024,P801,Shampoo,Personal Care,Personal Care,Clinic Plus,4.13,778,641,18,4,2564,GOOGLE PAY,Pending,82,4,Average,In Stock,Returned
ORD104321,CUST7909,Fiyaz Madan,75,Male,Karnataka,Mysore,Gokulam,956532,04-06-2025,09-04-2025,P556,Frozen Peas,Frozen Food,Frozen Food,Safal,2.39,65,40,39,4,160,UPI,Pending,74,3,Excellent,In Stock,Pending
ORD102434,CUST3553,Varsha Dave,76,Female,Maharashtra,Nagpur,Sitabuldi,111217,19-07-2024,19-07-2024,P729,Rice,Grocery,Grocery,India Gate,2.28,56,53,6,8,424,CASH ON DELIVERY,Pending,54,3,Excellent,Out of Stock,Pending
ORD104111,CUST8861,Baghyawati Solanki,45,Male,Maharashtra,Pune,Kothrud,279951,06-10-2024,13-06-2024,P353,Banana,Fruits & Vegetables,Fruits & Vegetables,FreshFarm,3.15,242,152,37,6,909,CASH,Cancelled,40,4,Excellent,In Stock,Delivered
ORD102815,CUST5035,Hemang Dyal,26,Male,West Bengal,PUNE,Salt Lake,114294,01-03-2025,05-03-2025,P149,Curd,Dairy,Dairy,Britannia,3.88,770,710,-5,8,5677,GPAY,Returned,877,5,Average,In Stock,Returned
ORD102212,CUST1573,Jagvi Mani,56,Male,Telangana,Hyderabad,Banjara Hills,61827,02-10-2024,04-10-2024,P494,Tomato,Fruits & Vegetables,Fruits & Vegetables,Organic India,3.77,697,694,1,7,4855,UPI,Cancelled,34,3,Excellent,Out of Stock,Delivered
ORD104757,CUST3279, Vritti Yohannan ,29,Other,Tamil Nadu,Coimbatore,Peelamedu,276110,21-08-2024,22-08-2024,P383,Curd,Dairy,Dairy,Britannia,1.31,349,254,27,7,1775,CASH,Cancelled,62,1,Excellent,In Stock,Returned
ORD102697,CUST8327,Vedika Choudhary,66,Female,Telangana,Hyderabad,Banjara Hills,898486,22-08-2024,25-08-2024,P454,Cleaner,Household Items,Household Items,Lizol,4.39,413,277,33,7,1939,Debit Card,Returned,80,1,Excellent,Out of Stock,Pending
ORD101796,CUST2302,Damyanti Pandey,67,Other,Tamil Nadu,Coimbatore,Peelamedu,25556,25-09-2024,25-09-2024,P618,Frozen Peas,Frozen Food,Frozen Food,Safal,4.11,523,435,17,2,870,UPI,Cancelled,36,3,Excellent,Limited,Delivered
ORD102488,CUST5103, Jacob Dara ,72,Other,Telangana,Hyderabad,Gachibowli,373512,15-09-2024,17-09-2024,P163,Sugar,Grocery,Grocery,Madhur,3.7,501,302,40,5,1508,UPI,Pending,41,4,Average,Out of Stock,Delivered
ORD104808,CUST6612,Yadavi Mangal,38,Other,Karnataka,Mysore, Gokulam ,949747,02-03-2024,02-03-2024,P179,Atta,Grocery,Grocery,Aashirvaad,0.34,323,210,35,1,210,CASH ON DELIVERY,Delivered,31,2,Damaged item,Limited,Cancelled
ORD104500,CUST7578,Vivaan Ganesh,74,Female,Gujarat,Surat,Adajan,546091,23-08-2024,23-08-2024,P419,Tea,Beverages,Beverages,Tata Tea,3.29,768,691,10,6,4144,Debit Card,Returned,60,1,Late delivery,In Stock,Pending
ORD103026,CUST9620,Ria Sanghvi,72,Male,Karnataka,Bangalore,Koramangala,303584,01-08-2025,01-08-2025,P641,Juice,Beverages,Beverages,Real,0.83,46,37,20,8,295,UPI,Returned,35,5,Average,Out of Stock,Returned
ORD103560,CUST8532,Vrishti Om,67,Male,Maharashtra,Nagpur,Sitabuldi,720979,06-06-2025,06-10-2025,P950,Paneer,Dairy,Dairy,Mother Dairy,4.85,24,15,37,5,76,CASH ON DELIVERY,Cancelled,77,4,Good,Limited,Delivered
ORD104172,CUST2753,Vedika Agrawal,44,Female,Telangana,Hyderbad,Banjara Hills,945708,24-05-2024,26-05-2024,P141,Namkeen,Snacks,Snacks,Haldiram,4.61,99,75,24,8,601,UPI,Returned,45,4,Average,In Stock,Returned
ORD102719,CUST4087,Forum Mahajan,46,Female,Delhi,New Delhi,Saket,740407,29-07-2024,31-07-2024,P552,Cake,Bakery,Bakery,Monginis,2.87,799,554,31,1,554,GPAY,Returned,9,5,Average,In Stock,Pending
ORD101428,CUST2600,Ekapad Behl,75,Other,Maharashtra,Pune,Wakad,504972,07-09-2024,07-09-2024,P750,Milk,Dairy,Dairy,Amul,1.67,397,244,39,7,1708,CASH,Delivered,39,3,Good,Limited,Delivered
ORD103945,CUST9862,Onveer Dada,43,Other,Karnataka,Bangalore,Whitefield,279529,09-02-2024,09-06-2024,P754,Ice Cream,Frozen Food,Frozen Food,Amul,2.62,141,93,34,5,465,UPI,Cancelled,38,4,Damaged item,Limited,Pending
ORD104114,CUST5254,Pavani Parmar,18,Male,Delhi,New Delhi,Rohini,107454,23-08-2024,25-08-2024,P415,Sugar,Grocery,Grocery,Madhur,1.6,184,138,25,8,1107,GOOGLE PAY,Delivered,46,5,Damaged item,Limited,Pending
ORD103378,CUST9408,Shivansh Krishnamurthy,21,Male,West Bengal,Kolkata,Salt Lake,694630,29-05-2024,30-05-2024,P227,Namkeen,Snacks,Snacks,Haldiram,3.19,334,236,29,2,473,GOOGLE PAY,Delivered,17,3,Late delivery,Limited,Delivered
ORD102688,CUST3363,Jagvi Palan,51,Male,Tamil Nadu,Coimbatore,Peelamedu,89822,26-02-2024,29-02-2024,P753,Biscuits,Snacks,Snacks,Parle,3.98,762,705,7,4,2822,UPI,Cancelled,14,3,Good,Limited,Delivered
ORD102181,null,Unnati Manne,68,Female,Karnataka,Unknown,Indiranagar,828685,05-01-2024,08-01-2024,P490,Curd,Dairy,Dairy,Britannia,0.17,406,323,40,8,1488,Unknown,Pending,56,2,Average,In Stock,Pending
ORD101440,CUST9744,Ria Saraf,37,Female,Gujarat,Surat,Adajan,346736,18-09-2024,18-09-2024,P793,Namkeen,Snacks,Snacks,Haldiram,2.33,469,356,24,4,1426,CASH,Pending,44,3,Average,Out of Stock,Cancelled
ORD104829,CUST5692,Lekha Kar,32,Female,West Bengal,Kolkata,Salt Lake,597422,10-09-2025,10-10-2025,P756,Chips,Snacks,Snacks,Lay's,2.13,631,512,19,6,3070,GPAY,Pending,30,5,Damaged item,Out of Stock,Pending
ORD100278,CUST4766,Jeevika Agrawal,21,Male,Delhi,New Delhi,Saket,490853,17-06-2024,19-06-2024,P366,Soap,Personal Care,Personal Care,Dove,0.9,616,407,34,8,3253,GPAY,Returned,14,4,Good,Out of Stock,Cancelled
ORD103528,CUST9418,Osha Warrior,24,Female,Telangana,Hyderabad,Banjara Hills,363811,07-05-2025,07-05-2025,P254,Shampoo,Personal Care,Personal Care,Clinic Plus,3.29,501,433,14,3,1298,CASH,Delivered,30,3,Damaged item,Out of Stock,Cancelled
ORD101678,null,Dayita Kapadia,76,Male,Karnataka,Unknown,Indiranagar,467109,13-02-2025,17-02-2025,P358,Ice Cream,Frozen Food,Frozen Food,Amul,0.1,406,323,22,2,1488,Unknown,Pending,23,1,Average,Out of Stock,Pending
ORD100692,CUST7392,Chavvi De,66,Male,Karnataka,Bangalore,Whitefield,79018,28-10-2024,29-10-2024,P281,Chips,Snacks,Snacks,Lay's,1.48,354,337,5,8,2697,UPI,Delivered,16,5,Average,Out of Stock,Returned
ORD101920,CUST6541,Ishita Deep,23,Other,Telangana,Hyderabad,Gachibowli,226762,08-04-2024,11-04-2024,P104,Shampoo,Personal Care,Personal Care,Clinic Plus,2.78,626,422,33,4,1689,UPI,Cancelled,58,3,Good,In Stock,Pending
ORD101169,CUST5140,Xalak Lata,13,Male,West Bengal,Kolkata,Howrah,609853,06-05-2024,09-05-2024,P201,Frozen Peas,Frozen Food,Frozen Food,Safal,2.24,498,465,7,7,3254,GOOGLE PAY,Returned,43,1,Average,Limited,Cancelled
ORD100328,CUST4541,Ayaan Sharaf,31,Female,West Bengal,Kolkata,Park Street,511276,28-10-2024,28-10-2024,P956,Banana,Fruits & Vegetables,Fruits & Vegetables,FreshFarm,3.21,151,131,-9,7,920,CASH,Delivered,76,3,Excellent,Out of Stock,Delivered
ORD102564,CUST4757,Januja Nadig,63,Other,Gujarat,Surat,Vesu,519673,01-07-2024,01-07-2024,P704,Detergent,Household Items,Household Items,Surf Excel,2.81,662,638,4,7,4465,GOOGLE PAY,Returned,81,4,Average,In Stock,Delivered
ORD101463,CUST5917,Nihal Chacko,67,Other,Karnataka,Bangalore,Koramangala,236503,26-09-2025,27-09-2025,P493,Toothpaste,Personal Care,Personal Care,Colgate,3.43,380,245,36,8,1962,GOOGLE PAY,Delivered,18,3,Average,Limited,Cancelled
ORD102032,CUST3080,Sai Ramesh,49,Male,Karnataka,Bangalore,Koramangala,195669,11-02-2025,06-11-2025,P691,Sugar,Grocery,Grocery,Madhur,4.32,404,359,11,2,718,Debit Card,Pending,8,3,Excellent,Out of Stock,Pending
ORD102421,CUST9670,Leela Babu,38,Other,Telangana,Hyderabad, Madhapur ,105725,24-11-2025,27-11-2025,P306,Curd,Dairy,Dairy,Britannia,2.91,214,171,20,4,682,CASH,Cancelled,10,3,Excellent,In Stock,Cancelled
ORD103019,null,Sathvik Chhabra,36,Other,Gujarat,Unknown,Adajan,619281,14-02-2025,16-02-2025,P115,Soft Drink,Beverages,Beverages,Coca-Cola,0.92,406,323,15,6,1488,Unknown,Pending,90,1,Average,Out of Stock,Pending
ORD103193,CUST4156,Tanay Borra,75,Female,Tamil Nadu,Coimbatore,Peelamedu,800997,05-10-2025,08-10-2025,P795,Paneer,Dairy,Dairy,Mother Dairy,0.65,435,296,32,5,1482,GOOGLE PAY,Delivered,15,4,Damaged item,Out of Stock,Pending
ORD101417,CUST3714,Ishani Chakraborty,53,Other,Maharashtra,Nagpur,Sitabuldi,277160,23-05-2024,25-05-2024,P573,Sugar,Grocery,Grocery,Madhur,3.31,523,414,21,7,2896,UPI,Cancelled,69,4,Average,In Stock,Pending
ORD102453,CUST1569,Baljiwan Morar,22,Other,Maharashtra,Nagpur,Sitabuldi,146259,04-07-2024,04-07-2024,P363,Biscuits,Snacks,Snacks,Parle,1.15,458,360,21,7,2523,CASH,Cancelled,16,3,Good,Limited,Cancelled
ORD102496,CUST7606,Baljiwan Mody,18,Other,Tamil Nadu,Chennai,Velachery,557546,31-07-2025,31-07-2025,P439,Namkeen,Snacks,Snacks,Haldiram,4.69,153,125,18,5,624,CASH,Pending,88,1,Average,In Stock,Pending
ORD103631,null,Vivaan Pillay,58,Male,Maharashtra,Unknown,Bandra,783709,24-02-2024,28-02-2024,P959,Bread,Bakery,Bakery,Britannia,1.55,406,323,22,3,1488,Unknown,Pending,13,2,Average,In Stock,Pending
ORD103657,CUST7487, Samarth Vaidya ,59,Male,Telangana,PUNE,Gachibowli,77150,22-05-2025,24-05-2025,P160,Curd,Dairy,Dairy,Britannia,3.09,589,535,9,8,4280,CASH,Pending,69,3,Average,In Stock,Returned
ORD101993,CUST5588,Niharika Narula,93,Female,Tamil Nadu,PUNE,Anna Nagar,667821,01-03-2024,04-01-2024,P282,Rice,Grocery,Grocery,India Gate,2.6,332,291,12,1,291,GPAY,Delivered,67,2,Average,In Stock,Delivered
ORD102242,CUST9882,Ekiya Sani,42,Male,Maharashtra,Nagpur,Sitabuldi,466319,13-11-2025,14-11-2025,P549,Biscuits,Snacks,Snacks,Parle,3.81,74,48,35,4,191,Debit Card,Returned,37,4,Damaged item,Out of Stock,Delivered
ORD103969,CUST4083,Karan Lata,42,Female,West Bengal,PUNE,Salt Lake,138767,22-10-2024,25-10-2024,P370,Toothpaste,Personal Care,Personal Care, Colgate ,3.14,48,39,19,4,157,CASH,Pending,44,3,Excellent,Limited,Cancelled
ORD104178,CUST7513,Dalbir Sekhon,27,Female,Delhi,New Delhi,Dwarka,464146,30-01-2025,02-02-2025,P342,Sugar,Grocery,Grocery,Madhur,4.31,202,154,24,4,614,CASH,Returned,81,5,Good,Out of Stock,Delivered
ORD100588,CUST2937, Harita Chokshi ,80,Female,Telangana,Hyderabad,Gachibowli,274871,07-05-2025,07-05-2025,P603,Namkeen,Snacks,Snacks,Haldiram,4.65,742,462,38,6,2774,GPAY,Pending,55,4,Average,In Stock,Cancelled
ORD101679,CUST4153,Damini Ben,40,Female,Karnataka,Mysore, Gokulam ,272209,13-11-2024,17-11-2024,P788,Juice,Beverages,Beverages,Real,4.26,615,471,23,5,2354,UPI,Delivered,48,1,Late delivery,Limited,Cancelled
ORD102684,CUST4740,Akshay Ramanathan,63,Male,Gujarat,pune,Navrangpura,519285,18-11-2024,21-11-2024,P265,Cake,Bakery,Bakery,Monginis,2.23,169,140,17,6,839,GPAY,Returned,67,2,Good,In Stock,Cancelled
ORD102813,CUST3209,Imaran Deep,80,Female,Tamil Nadu,Coimbatore,RS Puram,283262,15-04-2024,16-04-2024,P816,Cleaner,Household Items,Household Items,Lizol,2.48,217,132,39,7,927,CASH ON DELIVERY,Delivered,30,4,Late delivery,In Stock,Returned
ORD100478,CUST7527,Hardik Muni,70,Other,Gujarat,Surat,Vesu,330355,03-03-2025,05-03-2025,P509,Frozen Peas,Frozen Food,Frozen Food,Safal,3.61,578,487,16,2,975,CASH,Returned,45,1,Good,In Stock,Cancelled
ORD104890,CUST4697,Agastya Jha,71,Female,Telangana,pune,Gachibowli,274230,19-10-2025,20-10-2025,P843,Tea,Beverages,Beverages,Tata Tea,0.97,321,285,11,3,856,CASH,Delivered,16,3,Excellent,Limited,Delivered
ORD100822,CUST3260,Chameli Nadig,63,Female,maharashtra,Hyderabad,Madhapur,864135,25-11-2024,28-11-2024,P116,Paneer,Dairy,Dairy,Mother Dairy,4.07,241,230,4,5,1152,CASH ON DELIVERY,Delivered,15,5,Late delivery,In Stock,Pending
ORD102909,CUST6196,Hemal Choudhary,73,Male,Delhi,New Delhi,Dwarka,526743,20-07-2025,22-07-2025,P512,Tomato,Fruits & Vegetables,Fruits & Vegetables,Organic India,0.42,482,373,23,3,1118,CASH ON DELIVERY,Cancelled,78,5,Average,Out of Stock,Pending
ORD101830,CUST6103,Hritik Nadkarni,35,Female,maharashtra,New Delhi,Rohini,516577,28-11-2025,28-11-2025,P704,Biscuits,Snacks,Snacks,Parle,4.94,737,684,7,5,3418,GOOGLE PAY,Cancelled,29,4,Average,In Stock,Pending
ORD101727,CUST2884,Avi Sanghvi,64,Other,West Bengal,Kolkata,Salt Lake,748044,27-01-2025,29-01-2025,P402,Milk,Dairy,Dairy,Amul,1.75,242,181,25,4,726,UPI,Cancelled,68,5,Excellent,Out of Stock,Delivered
ORD102422,CUST6125,Nicholas Andra,73,Male,Gujarat,Ahmedabad,Satellite,974046,09-05-2025,09-05-2025,P943,Shampoo,Personal Care,Personal Care,Clinic Plus,2.68,390,347,11,5,1735,GOOGLE PAY,Cancelled,38,2,Damaged item,Out of Stock,Cancelled
ORD101005,CUST7644,Lajita Aurora,40,Female,Delhi,New Delhi,Dwarka,632941,21-08-2025,21-08-2025,P806,Apple,Fruits & Vegetables,Fruits & Vegetables,Kashmir Fresh,4.35,129,99,23,5,497,CASH,Returned,21,4,Average,In Stock,Pending
ORD104586,CUST2087,Chaman Oommen,27,Other,Tamil Nadu,Chennai,Anna Nagar,7819,31-01-2025,04-02-2025,P818,Cake,Bakery,Bakery,Monginis,2.79,677,498,26,7,3489,Debit Card,Pending,74,5,Late delivery,Out of Stock,Pending
ORD103374,CUST3575,Krishna Jha,58,Male,Tamil Nadu,Coimbatore,RS Puram,246706,08-12-2025,12-10-2025,P122,Tea,Beverages,Beverages,Tata Tea,1.2,298,234,21,8,1872,CASH ON DELIVERY,Cancelled,34,4,Damaged item,Limited,Delivered
ORD100392,CUST7422,Dev Borde,26,Other,Karnataka,Mysore,VV Mohalla,345473,13-10-2025,16-10-2025,P262,Frozen Peas,Frozen Food,Frozen Food,Safal,4.75,334,243,27,3,730,UPI,Delivered,88,1,Damaged item,In Stock,Pending
ORD100317,CUST2333,Mitesh Venkataraman,55,Female,Gujarat,Ahmedabad,Navrangpura,532091,28-10-2024,29-10-2024,P166,Sugar,Grocery,Grocery,Madhur,0.92,213,181,15,6,1088,GPAY,Cancelled,34,5,Damaged item,In Stock,Cancelled
ORD101970,CUST8823,Krishna Rajagopalan,56,Male,Telangana,Hyderabad,Gachibowli,591301,20-05-2024,21-05-2024,P976,Soft Drink,Beverages,Beverages,Coca-Cola,2.21,780,735,6,4,2893,UPI,Pending,35,5,Average,Limited,Returned
ORD101373,CUST9382,Zilmil Sehgal,61,Female,West Bengal,Kolkata,Howrah,586377,24-09-2024,27-09-2024,P239,Detergent,Household Items,Household Items,Surf Excel,1.31,241,147,39,3,441,Debit Card,Cancelled,19,3,Damaged item,Out of Stock,Delivered
ORD101801,CUST7699,Bachittar Upadhyay,37,Male,Telangana,Hyderabad,Banjara Hills,954531,01-04-2025,04-01-2025,P887,Detergent,Household Items,Household Items,Surf Excel,4.27,374,245,35,3,734,GOOGLE PAY,Pending,27,4,Late delivery,Limited,Returned
ORD101354,CUST1586,Osha Sem,19,Female,Tamil Nadu,PUNE,RS Puram,253573,13-05-2025,14-05-2025,P804,Cleaner,Household Items,Household Items,Lizol,3.4,51,44,14,2,88,Debit Card,Returned,35,3,Average,Out of Stock,Pending
ORD104675,CUST5043,Hiral Nazareth,79,Male,Karnataka,Bangalore,Indiranagar,915674,20-04-2025,20-04-2025,P300,Juice,Beverages,Beverages, Real ,4.67,624,514,18,5,2569,UPI,Pending,88,3,Good,Out of Stock,Cancelled
ORD101680,CUST3681,Champak Vaidya,61,Other,Gujarat,Surat,Adajan,364775,17-12-2024,19-12-2024,P881,Cleaner,Household Items,Household Items,Lizol,1.22,740,611,17,8,4887,Debit Card,Delivered,49,3,Average,In Stock,Delivered
ORD101489,CUST7193,Gunbir Deol,48,Female,Gujarat,Ahmedabad,Navrangpura,547911,22-01-2025,25-01-2025,P165,Frozen Peas,Frozen Food,Frozen Food,Safal,1.03,433,279,36,8,2233,GPAY,Cancelled,30,4,Damaged item,Out of Stock,Cancelled
ORD103947,CUST1810,Riya Mahajan,55,Female,Tamil Nadu,Coimbatore,Peelamedu,462225,25-05-2024,27-05-2024,P748,Toothpaste,Personal Care,Personal Care,Colgate,1.04,452,319,29,1,319,CASH ON DELIVERY,Pending,59,1,Excellent,Limited,Cancelled
ORD102633,CUST7047,Yasti Pall,33,Male,Delhi,New Delhi,Saket,299979,19-01-2024,20-01-2024,P836,Banana,Fruits & Vegetables,Fruits & Vegetables,FreshFarm,2,474,324,32,5,1618,GOOGLE PAY,Returned,64,3,Average,In Stock,Delivered
ORD102425,CUST9891,Kiaan Shroff,79,Female,Karnataka,Mysore,VV Mohalla,693907,23-03-2024,27-03-2024,P844,Rice,Grocery,Grocery,India Gate,4.84,78,51,34,4,68,CASH,Delivered,35,4,Average,Out of Stock,Delivered
ORD103345,null,Nitesh Krishna,52,Female,Telangana,Unknown,Madhapur,782434,21-04-2025,22-04-2025,P542,Shampoo,Personal Care,Personal Care,Clinic Plus,1.97,406,323,29,8,1488,Unknown,Pending,50,3,Average,Limited,Pending
